station,station_name,lon,lat,elev,variable,valid_months,start,end
3011887,CORONATION,-111.45,52.07,791,tas,1041,1924-03-01,2021-12-01
7022494,FORTIERVILLE,-72.05,46.48,53,tas,571,1973-01-01,2021-11-01
8201780,BADDECK,-60.65,45.92,28,tas,973,1935-06-01,2021-12-01
4013480,INDIAN_HEAD,-103.65,50.55,579,tas,1575,1889-09-01,2021-12-01
2201903,FORT_RELIANCE,-109.17,62.72,168,tas,798,1948-10-01,2021-12-01
4020286,ASSINIBOIA,-105.95,49.73,726,tas,960,1915-06-01,2021-12-01
1024638,LITTLE_QUALICUM_HATC,-124.52,49.35,30,tas,456,1981-01-01,2021-12-01
8200827,CHETICAMP,-60.95,46.65,44,tas,703,1956-02-01,2018-11-01
6016970,RED_LAKE,-93.8,51.07,386,tas,615,1965-01-01,2016-06-01
1148705,WARFIELD,-117.73,49.12,567,tas,1043,1928-06-01,2021-12-01
7027200,ST_EPHREM,-70.97,46.07,312,tas,911,1929-02-01,2021-09-01
3050778,BOW_VALLEY,-115.07,51.08,1298,tas,495,1967-05-01,2021-12-01
4027485,SHAUNAVON,-108.42,49.65,914,tas,1015,1915-06-01,2003-10-01
2403855,TALOYOAK_A,-93.58,69.55,27,tas,406,1984-09-01,2021-12-01
6136643,PORT_DOVER,-80.22,42.78,186,tas,1229,1875-07-01,1983-12-01
6033690,IGNACE,-91.65,49.42,447,tas,650,1914-01-01,1971-01-01
6124127,SOUTHAMPTON,-81.62,44.17,200,tas,1721,1873-11-01,2021-12-01
3025222,HILLSDOWN,-113.5,52.17,945,tas,916,1904-01-01,1981-04-01
1160483,ARMSTRONG,-119.22,50.5,505,tas,914,1913-03-01,1998-12-01
6071712,COCHRANE,-81.03,49.07,275,tas,933,1910-06-01,1993-04-01
8300301,CHARLOTTETOWN,-63.12,46.28,49,tas,1758,1872-11-01,2021-12-01
1113543,HOPE,-121.5,49.37,39,tas,1004,1936-10-01,2021-12-01
4011980,CUPAR,-104.27,50.85,556,tas,697,1955-11-01,2018-10-01
1054500,LANGARA,-133.05,54.25,43,tas,1021,1936-07-01,2021-12-01
2201500,FORT_GOOD_HOPE_2,-128.63,66.25,42,tas,683,1908-09-01,1966-12-01
3016841,VIKING,-111.73,53.18,711,tas,1011,1923-06-01,2021-12-01
3063686,LAC_LA_BICHE,-112.02,54.77,567,tas,681,1944-05-01,2021-12-01
6075379,MONTREAL_RIVER,-79.48,47.12,183,tas,660,1910-12-01,1967-10-01
6133047,GRIMSBY,-79.57,43.2,91,tas,711,1910-01-01,1985-08-01
2300904,KUGLUKTUK,-115.13,67.82,23,tas,1072,1930-10-01,2021-12-01
6106396,PETAWAWA,-77.32,45.95,130,tas,918,1931-06-01,2021-12-01
6159575,WOODBRIDGE,-79.6,43.78,164,tas,655,1948-10-01,2005-05-01
6155183,MILLGROVE,-79.97,43.32,255,tas,628,1951-03-01,2006-04-01
7052601,GASPE,-64.48,48.78,34,tas,1133,1916-01-01,2021-12-01
5012322,PORTAGE_LA_PRAIRIE,-98.32,49.98,261,tas,1113,1886-01-01,1996-06-01
6059475,WHITE_RIVER,-85.28,48.6,379,tas,1037,1888-12-01,1976-02-01
710S005,INUKJUAK,-78.08,58.47,26,tas,1115,1921-11-01,2021-12-01
1175122,MICA_DAM,-118.58,52.05,579,tas,699,1951-06-01,2021-12-01
1065010,MCINNES_ISLAND,-128.72,52.27,26,tas,764,1955-01-01,2021-12-01
1106180,PITT_POLDER,-122.62,49.28,5,tas,644,1954-01-01,2010-06-01
4011441,CEYLON,-104.65,49.38,753,tas,676,1940-04-01,2002-12-01
1100031,ABBOTSFORD A,-122.37,49.03,59,tas,924,1944-10-01,2021-12-01
3012212,EDMONTON_NAMAO_A,-113.47,53.67,688,tas,745,1955-11-01,2021-12-01
6130257,AMHERSTBURG,-83.1,42.1,182,tas,381,1988-07-01,2021-12-01
1154203,KIMBERLEY,-115.97,49.63,889,tas,718,1943-02-01,2021-12-01
7117823,SCHEFFERVILLE,-66.8,54.8,521,tas,857,1948-08-01,2021-12-01
6085680,NORTH_BAY,-79.42,46.37,370,tas,1157,1925-01-01,2021-12-01
2201579,FORT_LIARD,-123.47,60.23,213,tas,562,1973-07-01,2021-12-01
6137362,ST_THOMAS,-81.2,42.77,209,tas,1145,1925-10-01,2021-12-01
2400650,CAPE_DYER,-61.38,66.65,725,tas,576,1959-08-01,2021-12-01
7034365,LUSKVILLE,-76.05,45.53,69,tas,478,1980-11-01,2021-11-01
3032680,FORT_MACLEOD,-113.4,49.72,950,tas,1111,1876-06-01,1988-03-01
6142286,ELORA_RCS,-80.42,43.65,376,tas,593,1969-03-01,2021-12-01
1152106,CRANBROOK,-115.78,49.62,927,tas,1353,1901-01-01,2021-12-01
6042717,GERALDTON,-86.93,49.78,348,tas,650,1967-11-01,2021-12-01
1075384,NASS_CAMP,-129.03,55.23,195,tas,499,1973-09-01,2017-12-01
4035480,NASHLYN,-109.52,49.2,945,tas,743,1911-05-01,1979-01-01
5020881,EMERSON,-97.23,49.0,242,tas,1045,1918-04-01,2021-12-01
6121025,BRUCEFIELD,-81.55,43.55,259,tas,1065,1903-03-01,1993-12-01
3081680,COLD_LAKE,-110.28,54.42,541,tas,1136,1925-07-01,2021-12-01
6016525,PICKLE_LAKE,-90.22,51.45,391,tas,900,1934-01-01,2021-12-01
8404343,WRECKHOUSE,-59.32,47.72,32,tas,470,1981-06-01,2021-12-01
7045401,NATASHQUAN,-61.8,50.18,11,tas,1232,1914-10-01,2021-12-01
7037310,ST_HIPPOLYTE,-74.0,45.98,366,tas,706,1961-02-01,2021-11-01
8403851,TERRA_NOVA_NAT_PARK_,-53.97,48.55,107,tas,663,1962-03-01,2021-12-01
6048268,THUNDER_BAY,-89.33,48.37,199,tas,1730,1877-07-01,2021-12-01
4012130,DAVIDSON,-105.8,51.42,640,tas,948,1922-06-01,2008-03-01
7056068,RIMOUSKI,-68.47,48.52,5,tas,797,1952-12-01,2021-12-01
4048521,WASECA,-109.4,53.13,640,tas,1357,1907-07-01,2021-12-01
7025251,MONTREAL__TRUDEAU_IN,-73.75,45.47,32,tas,963,1941-09-01,2021-12-01
1036B06,ALBERNI,-124.93,49.32,76,tas,1445,1900-02-01,2021-12-01
8205702,SYDNEY,-60.05,46.17,63,tas,1794,1870-01-01,2021-12-01
1183090,GERMANSEN,-124.7,55.78,766,tas,730,1951-08-01,2013-11-01
8202251,HALIFAX,-63.52,44.88,145,tas,1721,1871-04-01,2021-12-01
1163781,KAMLOOPS,-120.45,50.7,345,tas,1548,1890-01-01,2021-12-01
7020840,BROME,-72.57,45.18,206,tas,1389,1890-09-01,2014-07-01
8401550,EXPLOITS_DAM,-56.6,48.77,154,tas,622,1956-06-01,2009-02-01
3024925,OLDS,-114.08,51.77,1046,tas,1249,1914-04-01,2021-12-01
6158520,TORONTO_ELLESMERE,-79.27,43.77,164,tas,1158,1895-11-01,1994-12-01
407N51G,NIPAWIN,-104.0,53.33,372,tas,1311,1911-05-01,2021-12-01
6074211,KIRKLAND,-80.0,48.15,324,tas,806,1950-02-01,2021-12-01
4020160,ANEROID,-107.3,49.72,754,tas,969,1922-02-01,2005-04-01
5060608,CHURCHILL,-94.07,58.73,29,tas,1071,1932-01-01,2021-12-01
6165195,MINDEN,-78.72,44.93,274,tas,666,1956-02-01,2011-09-01
7056930,ST_CAMILLE_,-70.22,46.48,396,tas,688,1963-07-01,2021-11-01
7088760,VILLE_MARIE,-79.43,47.35,213,tas,971,1913-12-01,2004-04-01
6148105,STRATFORD,-81.0,43.37,345,tas,1673,1865-01-01,2016-10-01
7086716,LA_SARRE,-79.03,48.25,318,tas,759,1951-09-01,2021-12-01
702FQLF,ST_ANICET,-74.28,45.12,49,tas,721,1960-11-01,2021-12-01
8201001,COLLEGEVILLE,-62.02,45.48,69,tas,1189,1916-06-01,2021-12-01
5012520,RUSSELL,-101.28,50.77,567,tas,1008,1883-09-01,1990-10-01
2403505,RESOLUTE,-94.98,74.72,30,tas,875,1947-10-01,2021-12-01
8403820,STEPHENVILLE,-58.57,48.57,58,tas,1418,1895-06-01,2021-12-01
4010879,BROADVIEW,-102.57,50.37,600,tas,1012,1936-04-01,2021-12-01
7033650,LACHUTE,-74.33,45.65,91,tas,703,1963-01-01,2021-11-01
6073810,IROQUOIS_FALLS,-80.67,48.75,259,tas,1008,1913-03-01,1998-12-01
3060330,ATHABASCA,-113.38,54.63,635,tas,1189,1918-06-01,2021-12-01
3053536,JASPER,-118.03,52.93,1020,tas,1071,1926-09-01,2021-12-01
2402353,HALL_BEACH,-81.25,68.78,8,tas,771,1957-01-01,2021-12-01
2400636,COLD_LAKE,-76.53,64.23,50,tas,1016,1927-09-01,2021-12-01
8104928,ST_LEONARD,-67.83,47.15,242,tas,351,1985-04-01,2014-06-01
6139527,WINDSOR,-82.95,42.28,190,tas,939,1940-08-01,2018-11-01
7066080,PORTAGE_DES_ROCHES,-71.22,48.3,165,tas,697,1926-01-01,1984-06-01
6081928,CRYSTAL_FALLS,-79.87,46.45,227,tas,757,1922-06-01,1988-01-01
6042MJ7,KAKABEKA_FALLS,-89.68,48.35,274,tas,1219,1908-11-01,2014-02-01
1094948,MCBRIDE,-120.35,53.42,733,tas,911,1922-05-01,2009-03-01
4038412,VAL_MARIE,-107.58,49.07,796,tas,873,1937-04-01,2021-12-01
2400570,FOX_FIVE,-63.78,67.53,584,tas,663,1957-09-01,2021-12-01
1025369,NANAIMO_A,-123.87,49.05,28,tas,1450,1892-01-01,2021-12-01
8102201,HARVEY_STATION,-67.03,45.67,183,tas,893,1920-07-01,1996-09-01
2200675,CAPE_PARRY,-124.72,70.17,87,tas,725,1957-05-01,2021-12-01
8401705,GANDER,-54.57,48.95,151,tas,1015,1937-01-01,2021-12-01
3011120,CALMAR,-113.87,53.28,720,tas,1098,1915-11-01,2018-09-01
4020560,BEECHY,-107.32,50.83,660,tas,1103,1926-01-01,2021-11-01
2202202,FORT_SMITH,-111.93,60.03,203,tas,1266,1913-07-01,2021-12-01
1183001,FORT_ST_JOHN,-120.73,56.23,695,tas,991,1939-01-01,2021-12-01
8101605,FREDERICTON,-66.62,45.92,35,tas,1773,1871-12-01,2021-12-01
8104400,REXTON,-64.87,46.67,5,tas,995,1924-09-01,2009-12-01
8202810,KENTVILLE,-64.48,45.07,49,tas,1447,1898-03-01,2021-12-01
6140954,BRANTFORD,-80.23,43.13,196,tas,1377,1876-01-01,2013-01-01
3053600,KANANASKIS,-115.03,51.03,1391,tas,962,1939-08-01,2021-12-01
8100300,AROOSTOOK,-67.72,46.72,80,tas,971,1929-06-01,2021-12-01
1100120,AGASSIZ CDA,-121.77,49.25,15,tas,1483,1893-01-01,2021-12-01
6151061,BURLINGTON,-79.8,43.3,77,tas,845,1947-05-01,2021-12-01
3072921,GRANDE_PRAIRIE,-118.88,55.18,669,tas,1025,1930-10-01,2021-12-01
2300707,CHESTERFIELD,-90.73,63.35,10,tas,894,1930-09-01,2014-11-01
7033939,LA_MACAZA,-74.77,46.37,244,tas,731,1956-10-01,2021-11-01
1016940,SAANICHTON_CDA,-123.42,48.62,61,tas,1282,1914-03-01,2021-12-01
4013660,KELLIHER,-103.75,51.25,676,tas,1271,1908-01-01,2021-12-01
3053760,LAKE_LOUISE,-116.22,51.43,1524,tas,1063,1915-01-01,2007-11-01
8101303,EDMUNDSTON,-68.32,47.42,154,tas,1174,1918-06-01,2021-12-01
8202502,INGONISH_BEACH,-60.4,46.67,10,tas,851,1950-09-01,2021-12-01
4016322,QU_APPELLE,-103.98,50.57,663,tas,1576,1877-11-01,2021-12-01
1162265,DARFIELD,-120.18,51.3,466,tas,1147,1913-12-01,2018-03-01
8101792,GAGETOWN,-66.43,45.83,51,tas,726,1957-01-01,2017-12-01
7047914,SEPT_ILES,-66.25,50.22,53,tas,926,1944-09-01,2021-12-01
402DAF0,LEADER,-109.5,50.92,676,tas,1036,1924-01-01,2021-12-01
4016699,REGINA,-104.67,50.43,577,tas,1486,1898-01-01,2021-12-01
6122847,GODERICH,-81.72,43.77,214,tas,1265,1912-03-01,2021-12-01
3044923,ONEFOUR_CDA,-110.47,49.12,935,tas,1074,1928-08-01,2021-12-01
3036240,SUFFIELD_A,-111.18,50.27,770,tas,704,1950-04-01,2008-12-01
8203100,LIVERPOOL,-64.93,44.13,50,tas,834,1940-01-01,2012-10-01
7021840,COATICOOK,-71.8,45.15,259,tas,828,1949-09-01,2021-11-01
7036855,STE_ANNE_DU_LAC,-75.33,46.85,262,tas,644,1963-06-01,2021-11-01
6047627,SCHREIBER,-87.27,48.82,302,tas,760,1909-03-01,1975-05-01
7046059,GRANDES_BERGERONNES,-69.72,48.13,7,tas,1202,1913-11-01,2021-12-01
3012206,EDMONTON,-113.6,53.3,715,tas,1684,1880-07-01,2021-12-01
1051351,CAPE_ST_JAMES,-131.02,51.93,88,tas,813,1944-12-01,2021-12-01
1085836,OOTSA_LAKE_SKINS_LAK,-126.0,53.77,861,tas,1139,1926-01-01,2021-12-01
707DBD4,LA_TUQUE,-72.78,47.42,169,tas,1254,1911-09-01,2021-12-01
8300100,ALLISTON,-62.6,46.07,61,tas,814,1936-01-01,2016-12-01
1080870,BIG CREEK,-123.07,51.67,1175,tas,1056,1893-01-01,1998-11-01
6155878,ORONO,-78.83,43.87,84,tas,1145,1923-04-01,2021-12-01
6131415,CHATHAM,-82.22,42.38,180,tas,1403,1889-07-01,2019-09-01
6078282,TIMMINS,-81.38,48.55,294,tas,1188,1922-04-01,2021-12-01
6158359,TORONTO_ISLAND_CITY,-79.4,43.63,77,tas,820,1953-05-01,2021-12-01
1013720,JAMES_ISLAND,-123.35,48.6,54,tas,775,1914-02-01,1978-09-01
1180585,BALDONNEL,-120.68,56.23,686,tas,788,1927-01-01,1993-10-01
8202592,KEJIMKUJIK_PARK,-65.2,44.4,125,tas,659,1966-02-01,2021-12-01
8400601,BONAVISTA,-53.12,48.67,26,tas,740,1959-01-01,2021-12-01
7042395,FORET_MONTMORENCY_RC,-71.15,47.32,673,tas,630,1965-07-01,2021-12-01
3012280,ELK_POINT,-111.07,53.88,605,tas,966,1911-01-01,1997-06-01
4055736,OUTLOOK,-107.05,51.48,541,tas,1260,1915-02-01,2021-12-01
7068160,SHIPSHAW,-71.22,48.45,23,tas,853,1921-09-01,1993-10-01
3030QLP,BROOKS,-111.85,50.55,747,tas,1036,1915-05-01,2021-12-01
7035680,NOT__DAME_DU_LAUS,-75.63,46.12,213,tas,730,1929-05-01,1991-05-01
4063753,KEY_LAKE,-105.6,57.25,514,tas,527,1976-10-01,2021-12-01
5050919,FLIN_FLON,-101.68,54.68,304,tas,1100,1927-02-01,2021-12-01
4018880,WHITEWOOD,-102.27,50.35,598,tas,1044,1915-01-01,2008-03-01
7010720,BERTHIERVILLE,-73.18,46.05,12,tas,897,1919-08-01,1995-05-01
3026479,THREE_HILLS,-113.2,51.77,857,tas,1152,1921-02-01,2021-12-01
502I001,CARMAN,-98.03,49.5,268,tas,373,1990-08-01,2021-12-01
2400804,CLYDE,-68.52,70.48,27,tas,887,1946-02-01,2021-12-01
6128330,TOBERMORY,-81.63,45.23,214,tas,1017,1914-02-01,2021-12-01
6145504,MOUNT_FOREST,-80.75,43.98,415,tas,1021,1915-07-01,2021-12-01
1147620,SOUTH_SLOCAN,-117.52,49.47,457,tas,783,1940-10-01,2008-12-01
6075435,MOOSONEE,-80.62,51.3,9,tas,1528,1877-10-01,2021-12-01
8204703,SABLE_ISLAND,-59.97,43.95,1,tas,1456,1897-10-01,2021-12-01
1100119,AGASSIZ RCS,-121.77,49.25,19,tas,380,1988-11-01,2021-12-01
6046768,PUKASKWA,-86.28,48.6,192,tas,813,1948-07-01,2021-12-01
6111769,ORILLIA,-79.53,44.63,285,tas,1210,1892-07-01,2021-12-01
6150689,BELLEVILLE,-77.4,44.15,76,tas,1160,1921-01-01,2021-12-01
50309J6,FISHER_BRANCH,-97.55,51.08,253,tas,513,1977-07-01,2021-12-01
701S001,QUEBEC,-71.38,46.8,60,tas,1747,1875-08-01,2021-12-01
6111467,CHATSWORTH,-80.9,44.4,305,tas,630,1958-06-01,2013-10-01
6105460,MORRISBURG,-75.18,44.92,82,tas,1141,1913-06-01,2008-12-01
6131983,DELHI,-80.55,42.87,232,tas,1046,1934-06-01,2021-12-01
7016840,STE_ANNE_DELA_PERADE,-72.23,46.58,16,tas,842,1949-08-01,2021-11-01
1096631,QUESNEL,-122.5,53.03,545,tas,1460,1899-01-01,2021-12-01
7047250,ST_FEREOL,-70.83,47.12,229,tas,765,1915-06-01,1983-12-01
7055122,MONT_JOLI,-68.2,48.6,55,tas,1741,1875-10-01,2021-12-01
112G8L1,SUMMERLAND,-119.65,49.57,454,tas,1373,1907-07-01,2021-12-01
6010740,BIG_TROUT_LAKE,-89.9,53.82,223,tas,956,1939-02-01,2021-12-01
8103201,MONCTON,-64.68,46.12,71,tas,1464,1898-05-01,2021-12-01
4057165,SASKATOON,-106.72,52.17,504,tas,1458,1900-02-01,2021-12-01
8501131,CHURCHILL_FALLS,-64.1,53.57,440,tas,615,1968-11-01,2021-12-01
8504177,WABUSH_LAKE,-66.87,52.92,551,tas,725,1960-11-01,2021-12-01
3067373,WHITECOURT,-115.78,54.15,782,tas,862,1942-12-01,2016-06-01
6061362,CHAPLEAU,-83.35,47.82,448,tas,1119,1913-07-01,2016-06-01
5042004,MINNEDOSA,-99.57,50.15,412,tas,1377,1881-07-01,2008-11-01
6149625,WOODSTOCK,-80.77,43.13,282,tas,1757,1871-11-01,2021-12-01
7017760,ST_TITE,-72.57,46.73,142,tas,744,1920-05-01,1985-01-01
2100630,HAINES_JUNCTION,-137.58,60.77,595,tas,781,1944-10-01,2021-12-01
7027802,SAWYERVILLE_NORD,-71.53,45.37,346,tas,681,1961-10-01,2021-11-01
4038740,POPLAR_RIVER,-106.38,49.0,876,tas,499,1956-10-01,2002-06-01
4017320,SEMANS,-104.73,51.42,562,tas,755,1923-05-01,1994-06-01
3015401,RANFURLY,-111.73,53.42,687,tas,1403,1905-01-01,2021-12-01
114B1F0,CRESTON,-116.5,49.08,641,tas,1310,1912-06-01,2021-12-01
5031201,GREAT_FALLS,-95.98,50.52,253,tas,1129,1922-09-01,2021-12-01
4015322,MOOSE_JAW,-105.53,50.33,577,tas,1433,1894-03-01,2021-12-01
7024254,LAUZON,-71.1,46.82,69,tas,493,1978-12-01,2021-11-01
6119499,WIARTON,-81.12,44.75,222,tas,825,1953-01-01,2021-12-01
7065012,LAC_STE_CROIX,-71.72,48.6,113,tas,737,1958-07-01,2021-12-01
4015867,CARON,-106.07,50.47,610,tas,924,1915-01-01,2001-09-01
1066482,PRINCE_RUPERT,-130.45,54.28,35,tas,1328,1908-08-01,2021-12-01
4018642,WATROUS,-105.4,51.67,526,tas,822,1953-02-01,2021-12-01
4060983,BUFFALO_NARROWS,-108.42,55.83,440,tas,691,1962-01-01,2021-12-01
1128582,VERNON,-119.2,50.22,482,tas,1455,1900-04-01,2021-12-01
8205200,SPRINGFIELD,-64.85,44.67,167,tas,959,1920-07-01,2003-08-01
8201410,DEMING,-61.18,45.22,16,tas,1135,1913-12-01,2011-12-01
7041382,TETE_BALEINE,-59.63,50.47,8,tas,1258,1911-08-01,2021-12-01
1182289,DAWSON_CREEK,-120.18,55.75,655,tas,770,1952-09-01,2021-12-01
6092920,GORE_BAY,-82.57,45.88,189,tas,1248,1915-10-01,2021-12-01
7033160,HUBERDEAU,-74.63,45.97,213,tas,755,1913-11-01,1980-02-01
5031042,GIMLI,-97.05,50.63,230,tas,905,1944-03-01,2021-12-01
406N0NM,MEADOW_LAKE,-108.52,54.13,481,tas,645,1967-08-01,2021-12-01
6068980,TURBINE,-81.57,46.38,206,tas,895,1914-06-01,1990-03-01
1057051,SANDSPIT,-131.82,53.25,7,tas,877,1945-09-01,2021-12-01
7016675,RIVIERE_VERTE_OU,-71.83,46.98,213,tas,647,1966-01-01,2021-11-01
7027725,ST_SEBASTIEN,-70.95,45.77,442,tas,508,1972-12-01,2016-10-01
3032550,TABER,-112.03,49.8,833,tas,877,1948-01-01,2021-12-01
2201601,FORT_MCPHERSON,-134.87,67.4,35,tas,707,1940-01-01,2014-11-01
7057600,ST_PAMPHILE,-69.78,46.97,388,tas,556,1950-11-01,2004-04-01
6136694,PORT_STANLEY,-81.22,42.67,183,tas,1038,1874-05-01,1993-06-01
7027516,ST_LUDGER,-70.68,45.75,335,tas,674,1964-10-01,2021-11-01
1060844,BELLA COOLA,-126.58,52.38,37,tas,1459,1895-05-01,2021-12-01
7094637,MATAGAMI,-77.8,49.75,281,tas,538,1973-10-01,2021-12-01
1101530,CHILLIWACK,-121.92,49.17,11,tas,1123,1881-02-01,2014-08-01
6060773,BISCOTASING,-82.1,47.3,407,tas,636,1914-01-01,2000-10-01
1075520,NEW_HAZELTON,-127.6,55.23,314,tas,707,1914-08-01,1976-08-01
6077845,SMOKY_FALLS,-82.17,50.07,183,tas,724,1933-10-01,1997-04-01
7022375,FLEURY,-73.0,45.8,31,tas,645,1967-01-01,2021-11-01
1124980,MCCULLOCH,-119.2,49.8,1250,tas,703,1936-01-01,1996-02-01
7024000,LAMBTON,-71.08,45.83,366,tas,792,1915-05-01,1994-05-01
3022400,EMPRESS,-110.0,50.95,612,tas,697,1937-04-01,2006-03-01
7055422,NEW_CARLISLE,-65.33,48.02,46,tas,578,1963-01-01,2021-12-01
4014720,LUMSDEN,-104.87,50.65,497,tas,816,1923-05-01,1994-07-01
1038205,TOFINO_A,-125.77,49.08,24,tas,752,1958-12-01,2021-12-01
4015159,MIDALE,-103.3,49.38,587,tas,1046,1923-05-01,2014-09-01
7051163,CAP_MADELEINE,-65.32,49.25,29,tas,960,1939-02-01,2021-12-01
8205601,STILLWATER,-61.98,45.15,14,tas,885,1915-12-01,2004-02-01
2100184,BURWASH,-139.02,61.37,807,tas,645,1966-10-01,2021-12-01
4019073,YORKTON,-102.47,51.27,498,tas,958,1941-05-01,2021-12-01
2100805,OLD_CROW,-139.83,67.57,251,tas,636,1951-09-01,2021-12-01
1041050,BRITANNIA BEACH FURR,-123.22,49.58,9,tas,774,1913-12-01,2000-04-01
1063690,IVORY_ISLAND,-128.4,52.27,10,tas,389,1989-06-01,2021-12-01
4015560,NOKOMIS,-105.0,51.52,524,tas,990,1923-05-01,2008-02-01
4056243,PRINCE_ALBERT,-105.68,53.22,425,tas,1627,1884-09-01,2021-12-01
3023722,LACOMBE,-113.75,52.45,860,tas,1363,1907-12-01,2021-12-01
3012710,FORT_SASKATCHEWAN,-113.18,53.72,620,tas,691,1958-03-01,2021-12-01
8200100,ANNAPOLIS_ROYAL,-65.52,44.75,8,tas,960,1914-04-01,2006-05-01
1062544,DRYAD_POINT,-128.12,52.18,4,tas,526,1977-11-01,2021-12-01
6155790,ORANGEVILLE,-80.08,43.92,412,tas,645,1961-06-01,2015-12-01
1145460,NEW_DENVER,-117.37,50.0,568,tas,634,1967-05-01,2021-12-01
1018598,VICTORIA_UNIVERSITY_,-123.3,48.45,60,tas,349,1992-12-01,2021-12-01
7116270,QUAQTAQ,-69.63,61.05,30,tas,470,1943-01-01,1988-05-01
7060826,BONNARD,-71.02,50.73,498,tas,683,1961-09-01,2021-12-01
7050240,ARMAGH,-70.53,46.75,358,tas,717,1916-06-01,1994-05-01
1124112,KEREMEOS,-119.82,49.22,435,tas,814,1913-01-01,2000-08-01
7034395,LYTTON,-76.03,46.68,213,tas,785,1927-01-01,1994-05-01
1141455,CASTLEGAR_A,-117.63,49.3,496,tas,718,1959-07-01,2021-12-01
1018611,VICTORIA_GONZALES_CS,-123.32,48.42,61,tas,320,1995-02-01,2021-12-01
6166415,PETERBOROUGH,-78.37,44.23,191,tas,1766,1866-04-01,2021-12-01
7027517,STE_MADELEINE,-73.13,45.62,30,tas,412,1979-09-01,2016-07-01
2100LRP,DAWSON,-139.13,64.07,370,tas,1437,1901-01-01,2021-12-01
1090660,BARKERVILLE,-121.52,53.07,1283,tas,1461,1888-02-01,2021-12-01
3023560,JENNER,-111.2,50.72,755,tas,727,1915-08-01,2008-01-01
1021830,COMOX,-124.9,49.72,26,tas,1024,1935-11-01,2021-12-01
2204101,YELLOWKNIFE,-114.43,62.47,206,tas,953,1942-07-01,2021-12-01
3072659,FORT_CHIPEWYAN,-111.12,58.77,238,tas,1440,1883-10-01,2021-12-01
3016965,WASTINA_HEMARUKA,-111.12,51.67,762,tas,720,1913-03-01,1981-09-01
4052280,DUNDURN,-106.5,51.8,529,tas,720,1923-05-01,1985-03-01
7025745,ORMSTOWN,-74.05,45.12,46,tas,697,1963-07-01,2021-11-01
1012573,DUNCAN,-123.73,48.73,103,tas,1067,1926-01-01,2016-03-01
1173220,GOLDEN,-116.98,51.3,785,tas,1401,1902-04-01,2021-12-01
5030203,BERENS_RIVER,-97.02,52.37,222,tas,1041,1905-01-01,2021-12-01
5043158,MCCREARY,-99.53,50.72,351,tas,604,1971-05-01,2021-12-01
4024919,MAPLE_CREEK,-109.47,49.9,767,tas,1168,1921-07-01,2021-12-01
6037776,SIOUX_LOOKOUT,-91.9,50.12,383,tas,1272,1914-01-01,2021-12-01
1173191,GLACIER,-117.52,51.3,1330,tas,1232,1908-01-01,2014-07-01
7057287,STE_GERMAINE,-70.47,46.42,511,tas,575,1963-01-01,2013-11-01
8400301,GRAND_FALLS,-56.07,48.97,103,tas,872,1934-01-01,2021-12-01
4012600,FORT_QU_APPELLE,-103.8,50.78,486,tas,640,1911-11-01,1973-04-01
7027083,ST_COME_DE_LINIERE,-70.52,46.05,244,tas,654,1965-09-01,2021-11-01
8104901,SAINT_JOHN,-65.88,45.32,109,tas,1788,1871-01-01,2021-12-01
230N002,LUPIN,-111.25,65.75,488,tas,710,1959-01-01,2021-12-01
3010979,SION,-113.92,53.93,714,tas,1233,1908-01-01,2021-12-01
6143089,GUELPH,-80.22,43.55,325,tas,1540,1881-05-01,2021-12-01
1012010,COWICHAN_BAY_CHERRY_,-123.55,48.72,1,tas,783,1913-10-01,1984-03-01
705S002,CAP_CHAT,-66.65,49.12,5,tas,997,1934-05-01,2021-12-01
4086001,PELLY,-101.9,51.73,499,tas,734,1951-08-01,2019-04-01
8300562,ST_PETERS,-62.58,46.45,30,tas,715,1960-12-01,2021-12-01
709CEE9,AMOS_LacBerry,-78.28,48.8,305,tas,1236,1913-06-01,2021-11-01
7024400,MACDONALD_COLL,-73.73,45.47,36,tas,821,1906-05-01,1976-03-01
3070600,BEAVERLODGE,-119.4,55.2,745,tas,1286,1913-04-01,2021-12-01
3025441,RED_DEER,-113.8,52.32,847,tas,1028,1904-07-01,2013-03-01
6053575,HORNEPAYNE,-84.77,49.2,335,tas,797,1917-06-01,1995-07-01
5060623,CROSS_LAKE_JENPEG,-98.03,54.53,219,tas,529,1972-05-01,2017-11-01
7043019,HAVRE_ST_PIERRE,-63.62,50.28,38,tas,662,1964-05-01,2021-12-01
8104501,SACKVILLE,-64.38,45.85,46,tas,775,1935-01-01,2002-03-01
3013361,HUGHENDEN,-110.97,52.52,694,tas,581,1934-10-01,1985-07-01
401HP5R,WEYBURN,-103.8,49.7,589,tas,825,1953-01-01,2021-12-01
1142820,FAUQUIER,-118.07,49.87,490,tas,1174,1913-02-01,2017-12-01
7093716,LA_GRANDE_RIVIERE,-77.7,53.63,195,tas,541,1976-10-01,2021-12-01
1035940,PACHENA_POINT,-125.1,48.72,37,tas,1133,1924-11-01,2021-12-01
5012469,ROBLIN,-101.37,51.18,540,tas,568,1969-11-01,2021-12-01
4022960,GRAVELBOURG,-106.55,49.88,700,tas,809,1921-11-01,1994-10-01
8401295,CORMACK,-57.4,49.32,166,tas,471,1980-12-01,2021-12-01
6072230,EARLTON,-79.85,47.7,243,tas,995,1938-09-01,2021-12-01
