station,station_name,lon,lat,elev,variable,valid_months,start,end
1088010,TATLAYOKO LAKE,-124.405,51.67472222222222,870,pr,908,1928-01-01,2005-04-01
1021480,CHATHAM POINT,-125.44555555555556,50.333194444444445,23,pr,946,1932-01-01,2016-02-01
4021520,CHAPLIN,-106.65,50.46666666666667,672,pr,995,1904-01-01,1995-09-01
1108447,VANCOUVER ,-123.18194444444444,49.195,4,pr,1408,1896-01-01,2013-06-01
4055079,MELFORT,-104.6,52.81666666666667,490,pr,1143,1910-01-01,2007-11-01
6158350,TORONTO,-79.4,43.666666666666664,113,pr,1992,1840-01-01,2017-04-01
1182285,DAWSON CREEK ,-120.18194444444444,55.74166666666667,655,pr,585,1952-01-01,2007-02-01
1036570,QUATSINO,-127.65333583333333,50.53361388888889,8,pr,1410,1895-01-01,2017-12-01
1123993,KELOWNA QUAILS GATE,-119.57277777777777,49.84222222222222,417,pr,1364,1899-01-01,2014-04-01
7024280,LENNOXVILLE,-71.8236111111111,45.36888888888889,181,pr,965,1915-01-01,1995-10-01
3033880,LETHBRIDGE ,-112.79972222222223,49.63027777777778,929,pr,1267,1902-01-01,2007-08-01
1104488,LAIDLAW,-121.57966666666667,49.3565,27,pr,1240,1910-01-01,2015-06-01
5061648,LYNN LAKE,-101.07611111111112,56.86388888888889,357,pr,634,1952-01-01,2007-11-01
6166418,PETERBOROUGH ,-78.36666666666666,44.233333333333334,191,pr,1595,1866-01-01,2007-05-01
1171020,BRISCO,-116.25805555555556,50.82055555555556,823,pr,911,1924-01-01,2004-03-01
8100503,BATHURST ,-65.7483388888889,47.62918055555556,59,pr,1304,1884-01-01,2013-10-01
1145442,NELSON NE,-117.2063888888889,49.58611111111111,570,pr,1264,1904-01-01,2017-12-01
850A131,CHURCHILL FALLS,-63.96666666666667,53.53333333333333,489,pr,337,1969-01-01,1998-04-01
2203910,TUKTOYAKTUK,-133.0,69.45,18,pr,433,1957-01-01,1993-06-01
1092970,FORT ST JAMES,-124.2855561111111,54.455280277777774,686,pr,1470,1895-01-01,2017-12-01
8401400,DANIELS HARBOUR,-57.58111111111111,50.23638888888889,19,pr,577,1947-01-01,1998-01-01
6010738,BIG TROUT LAKE,-89.86666666666666,53.833333333333336,224,pr,641,1939-01-01,1992-10-01
8101500,FREDERICTON ,-66.52789166666666,45.87213055555556,21,pr,1619,1874-01-01,2010-04-01
3051R4R,CROWSNEST,-114.48195,49.627525,1303,pr,1055,1913-01-01,2007-11-01
250M001,MOULD BAY,-119.34723333333334,76.23751666666666,2,pr,635,1948-01-01,2007-11-01
10253G0,NANAIMO CITY YARD,-123.98777777777778,49.19888888888889,114,pr,1191,1913-01-01,2017-12-01
4083323,HUDSON BAY,-102.58333333333333,52.88333333333333,422,pr,798,1943-01-01,2013-12-01
1107200,SEYMOUR FALLS,-122.97111111111111,49.44027777777778,244,pr,901,1928-01-01,2003-09-01
5041535,LANGRUTH WEST,-98.80277777777778,50.41388888888889,264,pr,507,1958-01-01,2005-02-01
1125766,OLIVER STP,-119.54446944444445,49.17890277777778,297,pr,1107,1924-01-01,2017-12-01
1142160,CRESTON,-116.51783333333333,49.097055555555556,597,pr,1224,1912-01-01,2015-06-01
7038080,SHEENBORO,-77.25,45.96666666666667,137,pr,1090,1915-01-01,2014-10-01
3031093,CALGARY ,-114.02027777777778,51.11388888888889,1084,pr,1530,1885-01-01,2012-07-01
6124700,LUCKNOW,-81.5,43.95,290,pr,1299,1885-01-01,1993-12-01
6115811,ORILLIA BRAIN,-79.43888888888888,44.602777777777774,250,pr,1500,1871-01-01,2017-12-01
2300750,CLINTON POINT,-120.8,69.58333333333333,101,pr,433,1957-01-01,1993-06-01
2202800,NORMAN WELLS ,-126.80027777777778,65.2825,73,pr,830,1943-01-01,2012-10-01
4075518,NIPAWIN ,-104.0,53.333333333333336,372,pr,1049,1911-01-01,2005-09-01
1126150,PENTICTON ,-119.60222222222222,49.463055555555556,344,pr,1255,1907-01-01,2012-05-01
7031360,CHELSEA,-75.78333333333333,45.516666666666666,113,pr,1027,1928-01-01,2017-08-01
1125700,OKANAGAN CENTRE,-119.44394444444444,50.05625,501,pr,1068,1925-01-01,2017-12-01
5022780,STEINBACH,-96.76666666666667,49.53333333333333,254,pr,571,1956-01-01,2005-03-01
8501100,CARTWRIGHT,-57.035,53.708333333333336,14,pr,937,1936-01-01,2015-03-01
6032119,DRYDEN ,-92.75,49.833333333333336,413,pr,1059,1914-01-01,2005-01-01
3075040,PEACE RIVER ,-117.44722222222222,56.22694444444444,571,pr,990,1908-01-01,2014-05-01
8205990,TRURO,-63.266666666666666,45.36666666666667,40,pr,1075,1910-01-01,2002-10-01
1064020,KEMANO,-127.94305555555556,53.56333333333333,87,pr,737,1952-01-01,2017-12-01
4068559,WASKESIU LAKE,-106.06666666666666,53.916666666666664,569,pr,478,1966-01-01,2007-11-01
3073641,KEG RIVER,-117.61666666666666,57.75,405,pr,786,1936-01-01,2009-01-01
116146F,CELISTA,-119.37944444444445,50.955555555555556,515,pr,967,1924-01-01,2004-07-01
8402874,NORTH HARBOUR,-53.666666666666664,47.13333333333333,11,pr,797,1939-01-01,2007-11-01
5032162,PINAWA WNRE,-96.05833333333334,50.18055555555556,267,pr,1188,1915-01-01,2017-03-01
6014350,LANSDOWNE HOUSE,-87.88333333333334,52.233333333333334,255,pr,569,1941-01-01,1989-06-01
8300700,SUMMERSIDE ,-63.83166666666666,46.43888888888889,20,pr,709,1936-01-01,2002-06-01
8105600,WOODSTOCK,-67.55361111111111,46.17027777777778,153,pr,1118,1914-01-01,2017-12-01
3060L20,ATHABASCA,-113.2880575,54.72222305555555,515,pr,1120,1918-01-01,2017-12-01
8100880,CHARLO ,-66.33333333333333,47.983333333333334,40,pr,712,1934-01-01,2002-10-01
7056480,RIMOUSKI,-68.51666666666667,48.45,36,pr,1644,1877-01-01,2017-08-01
8203700,NAPPAN,-64.25,45.766666666666666,20,pr,1082,1913-01-01,2003-07-01
7074240,LA TUQUE,-72.78333333333333,47.4,152,pr,1042,1912-01-01,2004-04-01
2202400,HAY RIVER ,-115.78277777777778,60.83972222222222,166,pr,1254,1909-01-01,2014-09-01
7098600,VAL-D'OR ,-77.78666666666666,48.05638888888889,337,pr,600,1952-01-01,2017-12-01
3031400,CARWAY,-113.37611111111111,48.999725,1354,pr,1131,1915-01-01,2011-11-01
1160483,ARMSTRONG HULLCAR,-119.21666666666667,50.5,505,pr,1023,1912-01-01,1998-12-01
1068130,TERRACE ,-128.5775,54.466388888888886,217,pr,1186,1913-01-01,2013-01-01
1054500,LANGARA,-133.05799972222223,54.25518,41,pr,969,1937-01-01,2017-12-01
1098940,WILLIAMS LAKE ,-122.05416666666666,52.183055555555555,940,pr,918,1936-01-01,2012-12-01
7080452,BARRAGE ANGLIERS,-79.23583333333333,47.551944444444445,267,pr,1016,1911-01-01,1996-05-01
8105200,SUSSEX,-65.53333333333333,45.71666666666667,21,pr,1326,1898-01-01,2009-05-01
8300300,CHARLOTTETOWN ,-63.12863055555555,46.28861666666667,49,pr,1657,1872-01-01,2012-09-01
2302650,JENNY LIND ISLAND ,-101.73333333333333,68.65,18,pr,401,1958-01-01,1992-07-01
6136336,PELEE ISLAND ,-82.68333333333334,41.78333333333333,174,pr,1090,1888-01-01,1994-09-01
4024080,KLINTONEL,-108.91666666666667,49.68333333333333,1074,pr,977,1911-01-01,1994-01-01
3062427,ENILDA-BERG,-116.3,55.416666666666664,591,pr,689,1932-01-01,2005-04-01
5030080,ARBORG,-97.08333333333333,50.93333333333333,224,pr,750,1951-01-01,2016-06-01
8501900,GOOSE ,-60.416666666666664,53.31666666666667,49,pr,912,1942-01-01,2017-12-01
4028060,SWIFT CURRENT,-107.73333333333333,50.266666666666666,825,pr,1452,1886-01-01,2007-11-01
3062693,FORT MCMURRAY ,-111.21666666666667,56.65,369,pr,1049,1920-01-01,2007-11-01
2202750,NICHOLSON PENINSULA,-128.96666666666667,69.93333333333334,89,pr,420,1958-01-01,1993-06-01
4013480,INDIAN HEAD,-103.65,50.55,579,pr,1333,1895-01-01,2007-11-01
3011887,CORONATION,-111.44944444444444,52.07416666666666,791,pr,849,1928-01-01,2007-11-01
2101200,WATSON LAKE ,-128.82233333333335,60.1165,687,pr,880,1939-01-01,2014-12-01
2201903,FORT RELIANCE,-109.16833333333334,62.71138888888889,168,pr,604,1949-01-01,2007-08-01
8300447,MONTICELLO,-62.46666666666667,46.46666666666667,32,pr,511,1960-01-01,2003-12-01
1024638,LITTLE QUALICUM HATCHERY,-124.51222222222222,49.352777777777774,30,pr,1009,1924-01-01,2017-12-01
8502800,NAIN ,-61.68333333333333,56.55,7,pr,536,1939-01-01,2013-03-01
5052880,THE PAS ,-101.1,53.96666666666667,270,pr,1242,1910-01-01,2014-11-01
7016960,ST CHARLES DE MANDEVILLE,-73.35,46.35,168,pr,1106,1921-01-01,2017-08-01
3016119,STETTLER NORTH,-112.71666666666667,52.333333333333336,821,pr,922,1919-01-01,2001-08-01
3035206,PINCHER CREEK,-113.99722222222222,49.52055555555555,1190,pr,1021,1915-01-01,2007-11-01
2402686,MACKAR INLET,-85.66666666666667,68.3,395,pr,412,1958-01-01,1992-05-01
7091404,CHIBOUGAMAU CHAPAIS ,-74.53333333333333,49.766666666666666,387,pr,770,1937-01-01,2016-11-01
7037400,ST JEROME,-74.05,45.8,170,pr,971,1932-01-01,2017-08-01
3011240,CAMROSE,-112.81416666666667,53.03472222222222,739,pr,675,1946-01-01,2007-11-01
7030310,ARUNDEL,-74.61666666666666,45.95,191,pr,1156,1914-01-01,2017-05-01
2202000,FORT RESOLUTION ,-113.68972222222222,61.18083333333333,160,pr,776,1931-01-01,2014-11-01
5062045,NORWAY HOUSE,-97.85,53.96666666666667,224,pr,838,1896-01-01,2007-11-01
3072723,FORT VERMILION,-116.04016666666666,58.382305555555554,289,pr,996,1909-01-01,2007-11-01
2100685,KOMAKUK BEACH ,-140.18333333333334,69.58333333333333,7,pr,401,1959-01-01,1993-06-01
1058190,TLELL,-131.95,53.5,5,pr,586,1950-01-01,1999-01-01
2301000,CORAL HARBOUR ,-83.35944444444445,64.19333333333333,64,pr,839,1945-01-01,2015-05-01
1142400,DEER PARK,-118.05,49.416666666666664,485,pr,841,1924-01-01,1995-09-01
2400660,CAPE HOOPER,-66.81527777777778,68.4725,390,pr,397,1958-01-01,2007-09-01
2202101,FORT SIMPSON ,-121.23666666666666,61.76027777777778,169,pr,1340,1898-01-01,2014-10-01
4012400,ESTEVAN ,-102.96666666666667,49.21666666666667,581,pr,1130,1902-01-01,2015-02-01
4015360,MOOSOMIN,-101.66666666666667,50.13333333333333,576,pr,848,1900-01-01,2000-09-01
1038332,UCLUELET KENNEDY CAMP,-125.52723611111111,48.945283333333336,30,pr,710,1958-01-01,2017-12-01
7013362,JOLIETTE VILLE,-73.43333333333334,46.016666666666666,56,pr,1122,1914-01-01,2011-04-01
1143900,KASLO,-116.91534361111111,49.91354472222222,591,pr,1254,1912-01-01,2017-12-01
7054095,LA POCATIERE,-70.03333333333333,47.35,31,pr,994,1913-01-01,1996-03-01
7060400,BAGOTVILLE ,-71.0,48.333333333333336,159,pr,1623,1876-01-01,2017-12-01
7048421,TETE A LA BALEINE,-59.31666666666667,50.7,9,pr,840,1912-01-01,1995-03-01
3031F5F,CLARESHOLM MEADOW CREEK,-113.73751944444444,49.93752222222222,1035,pr,1065,1913-01-01,2005-03-01
8203600,MOUNT UNIACKE,-63.833333333333336,44.9,159,pr,965,1920-01-01,2003-07-01
7025440,NICOLET,-72.61666666666666,46.2,30,pr,1210,1914-01-01,2017-08-01
7027283,ST GEORGES,-70.7,46.15,168,pr,1240,1913-01-01,2017-08-01
7057720,STE ROSE DU DEGELIS,-68.63333333333334,47.56666666666667,151,pr,807,1933-01-01,2004-04-01
1176751,REVELSTOKE,-118.16638888888889,50.95333333333333,450,pr,1116,1898-01-01,1999-08-01
8103500,NEPISIGUIT FALLS,-65.78333333333333,47.4,106,pr,954,1922-01-01,2006-02-01
6110606,BEATRICE,-79.4,45.13333333333333,297,pr,1580,1876-01-01,2008-09-01
3022136,DRUMHELLER ANDREW,-112.86666666666666,51.46666666666667,719,pr,629,1954-01-01,2008-03-01
4056120,PILGER,-105.15,52.416666666666664,552,pr,1048,1913-01-01,2011-09-01
504K80K,SWAN RIVER,-101.23291666666667,52.11497222222222,335,pr,554,1960-01-01,2007-10-01
2303092,KUGAARUK ,-89.79722222222222,68.54055555555556,17,pr,647,1957-01-01,2012-08-01
5040681,DAUPHIN,-100.05688888888889,51.10038888888889,305,pr,1093,1911-01-01,2007-10-01
6025205,MINE CENTRE SOUTHWEST,-92.62277777777778,48.75973888888889,361,pr,1209,1914-01-01,2017-12-01
7051200,CAUSAPSCAL,-67.23333333333333,48.36666666666667,168,pr,1111,1921-01-01,2017-08-01
1107680,STAVE FALLS,-122.36666666666666,49.233333333333334,110,pr,1057,1910-01-01,2004-08-01
8206500,YARMOUTH ,-66.0886111111111,43.83083333333333,43,pr,1582,1880-01-01,2012-04-01
1114627,LILLOOET SETON BCHPA,-121.92416666666666,50.67333333333333,198,pr,899,1917-01-01,2001-04-01
1114745,LYTTON,-121.60777777777778,50.25694444444444,174,pr,1050,1917-01-01,2015-06-01
7035160,MONT LAURIER,-75.55,46.56666666666667,244,pr,1045,1920-01-01,2014-06-01
2204300,YOHIN,-123.74166666666666,61.24194444444444,204,pr,476,1957-01-01,2007-09-01
6022476,FORT FRANCES ,-93.43333333333334,48.65,342,pr,1169,1912-01-01,2011-05-01
5031039,GIMLI,-97.01666666666667,50.63333333333333,223,pr,740,1944-01-01,2008-03-01
5012080,PIERSON,-101.26666666666667,49.18333333333333,469,pr,832,1933-01-01,2007-03-01
6057592,SAULT STE MARIE ,-84.50944444444444,46.483333333333334,192,pr,764,1945-01-01,2012-03-01
1021960,CORTES ISLAND TIBER BAY,-124.94944444444444,50.07138888888889,15,pr,1134,1919-01-01,2017-12-01
7052605,GASPE ,-64.47805555555556,48.776944444444446,33,pr,1104,1916-01-01,2013-03-01
8400413,BAY D'ESPOIR,-55.8,47.983333333333334,23,pr,545,1968-01-01,2017-12-01
2401200,EUREKA,-85.93333333333334,79.98333333333333,10,pr,816,1948-01-01,2016-02-01
8204800,ST MARGARET'S BAY,-63.9,44.7,17,pr,1100,1922-01-01,2017-12-01
1017230,SHAWNIGAN LAKE,-123.62640833333333,48.646947222222224,138,pr,1271,1911-01-01,2017-12-01
4019040,YELLOW GRASS,-104.18333333333334,49.81666666666667,580,pr,1219,1912-01-01,2017-07-01
4047241,SCOTT,-108.83472333333333,52.35974,660,pr,1152,1911-01-01,2007-11-01
2101300,WHITEHORSE ,-135.06883333333334,60.7095,706,pr,826,1942-01-01,2012-12-01
1047770,STILLWATER POWER HOUSE,-124.31666666666666,49.766666666666666,7,pr,895,1931-01-01,2007-07-01
1036240,PORT ALICE,-127.4552861111111,50.38583611111111,21,pr,1088,1924-01-01,2016-04-01
1125079,MERRITT STP,-120.80083472222222,50.11416777777778,609,pr,1048,1919-01-01,2017-12-01
6100971,BROCKVILLE PCC,-75.66666666666667,44.6,96,pr,1218,1915-01-01,2017-12-01
6016975,RED LAKE ,-93.79305555555555,51.066944444444445,386,pr,738,1939-01-01,2012-05-01
2400306,ALERT,-62.333333333333336,82.5,65,pr,810,1950-01-01,2017-12-01
5031320,INDIAN BAY,-95.19722222222222,49.62388888888889,327,pr,1199,1915-01-01,2017-12-01
1148700,WARFIELD,-117.75,49.1,606,pr,881,1928-01-01,2002-12-01
6068150,SUDBURY ,-80.79777777777778,46.62555555555556,348,pr,1094,1921-01-01,2013-03-01
7028200,SOREL,-73.11666666666666,46.03333333333333,15,pr,1218,1914-01-01,2017-08-01
1192340,DEASE LAKE,-130.01055666666667,58.428335,807,pr,742,1945-01-01,2008-07-01
7018000,SHAWINIGAN,-72.75,46.56666666666667,122,pr,1117,1902-01-01,2004-04-01
8402958,PLUM POINT,-56.88333333333333,51.06666666666667,6,pr,521,1972-01-01,2016-06-01
7038975,WRIGHT,-76.05,46.06666666666667,142,pr,1195,1914-01-01,2017-08-01
2100700,MAYO ,-135.86666666666667,63.61666666666667,504,pr,1041,1925-01-01,2013-11-01
1158730,WASA,-115.63077777777778,49.823972222222224,930,pr,1094,1924-01-01,2017-12-01
8403506,ST JOHN'S ,-52.742777777777775,47.62222222222222,141,pr,1582,1874-01-01,2012-03-01
5010240,BIRTLE,-101.05,50.43333333333333,522,pr,938,1917-01-01,2000-11-01
6040330,ARMSTRONG JELLIEN,-89.1,50.25,341,pr,580,1939-01-01,1992-10-01
1096450,PRINCE GEORGE ,-122.67888888888889,53.89083333333333,691,pr,1149,1913-01-01,2009-10-01
2400600,CAMBRIDGE BAY ,-105.13833333333334,69.10805555555555,27,pr,871,1940-01-01,2015-02-01
7022160,DRUMMONDVILLE,-72.48333333333333,45.88333333333333,82,pr,1213,1914-01-01,2017-08-01
1152850,FERNIE,-115.07222222222222,49.48888888888889,1001,pr,1201,1914-01-01,2017-12-01
5031111,GRAND RAPIDS HYDRO,-99.28334444444444,53.158055833333336,223,pr,649,1962-01-01,2017-12-01
2300500,BAKER LAKE ,-96.07777777777778,64.29888888888888,18,pr,770,1949-01-01,2013-11-01
6137149,RIDGETOWN,-81.88333333333334,42.45,206,pr,1102,1883-01-01,1997-04-01
8204400,PARRSBORO,-64.33333333333333,45.4,24,pr,1179,1897-01-01,2002-09-01
1026270,PORT HARDY ,-127.36611111111111,50.680277777777775,22,pr,832,1944-01-01,2013-06-01
1123750,JOE RICH CREEK,-119.12611111111111,49.85722222222222,875,pr,914,1929-01-01,2008-12-01
4057120,SASKATOON DIEFENBAKER ,-106.71666666666667,52.166666666666664,504,pr,1285,1900-01-01,2007-11-01
5060606,CHURCHILL,-94.06666666666666,58.733333333333334,29,pr,949,1932-01-01,2015-12-01
1173210,GOLDEN ,-116.98166666666667,51.29833333333333,785,pr,1289,1908-01-01,2017-12-01
3061200,CAMPSIE,-114.6777788888889,54.13222277777778,671,pr,1223,1910-01-01,2013-10-01
3036682,VAUXHALL,-112.13333333333334,50.05,779,pr,905,1914-01-01,2007-11-01
6158733,TORONTO LESTER B. PEARSON ,-79.63055555555556,43.67722222222222,173,pr,901,1938-01-01,2013-06-01
1046390,POWELL RIVER,-124.55416666666666,49.87611111111111,52,pr,995,1924-01-01,2007-07-01
3053250,HIGHWOOD AU,-114.37055555555555,50.55111111111111,1580,pr,1172,1903-01-01,2011-09-01
1026639,QUINSAM RIVER HATCHERY,-125.30388888888889,50.01611111111111,46,pr,974,1936-01-01,2017-12-01
2300902,KUGLUKTUK ,-115.1438888888889,67.81666666666666,23,pr,990,1931-01-01,2014-12-01
1128553,VERNON BELLA VISTA,-119.30886111111111,50.264361111111114,427,pr,1359,1900-01-01,2015-06-01
8400798,BURGEO,-57.61666666666667,47.61666666666667,11,pr,678,1939-01-01,1995-07-01
1077500,SMITHERS ,-127.18277777777777,54.82472222222222,522,pr,1143,1922-01-01,2017-12-01
7036063,POINTE AU CHENE,-74.8,45.65,51,pr,961,1919-01-01,2009-06-01
1130771,BEAVERDELL NORTH,-119.047,49.47833333333333,838,pr,935,1926-01-01,2006-09-01
705C2G9,ILES DE LA MADELEINE ,-61.78333333333333,47.416666666666664,11,pr,820,1934-01-01,2002-11-01
6101874,CORNWALL,-74.7489,45.01557833333333,64,pr,785,1951-01-01,2017-12-01
7066685,ROBERVAL ,-72.26666666666667,48.516666666666666,179,pr,1168,1914-01-01,2014-03-01
8403800,STEPHENVILLE ,-58.55,48.53333333333333,26,pr,831,1935-01-01,2014-10-01
50220M0,NINETTE,-99.65,49.416666666666664,419,pr,893,1916-01-01,1996-05-01
3032800,GLEICHEN,-113.05,50.88333333333333,905,pr,1170,1903-01-01,2006-03-01
2401030,DEWAR LAKES,-71.16666666666667,68.65,527,pr,418,1958-01-01,1993-03-01
1018620,VICTORIA ,-123.42583333333333,48.647225,19,pr,1373,1899-01-01,2013-07-01
7080600,BELLETERRE,-78.7,47.38333333333333,322,pr,573,1952-01-01,2004-04-01
7028441,THETFORD MINES,-71.35,46.1,381,pr,1082,1922-01-01,2016-07-01
3072539,FAIRVIEW THREE FOX FARM,-118.53333333333333,56.083333333333336,604,pr,788,1932-01-01,1999-12-01
6034075,KENORA ,-94.36527861111111,49.790279166666664,406,pr,1318,1900-01-01,2013-02-01
5010640,CYPRESS RIVER,-99.08333333333333,49.55,374,pr,751,1948-01-01,2012-03-01
2100300,CARMACKS,-136.3,62.1,525,pr,500,1964-01-01,2008-02-01
8401501,DEER LAKE ,-57.4,49.21666666666667,22,pr,924,1933-01-01,2012-03-01
8101000,MIRAMICHI ,-65.46778888888889,47.00946944444444,33,pr,1590,1873-01-01,2005-08-01
1086082,PEMBERTON AIRPORT,-122.73408888888889,50.30564611111111,204,pr,850,1913-01-01,1991-06-01
3015523,ROCKY MTN HOUSE,-114.91222305555556,52.421390555555554,988,pr,1051,1917-01-01,2007-11-01
1153282,GRASMERE,-115.06666666666666,49.083333333333336,869,pr,1071,1896-01-01,1993-11-01
6163171,HALIBURTON,-78.531115,45.032248333333335,330,pr,1444,1883-01-01,2017-12-01
1133270,GRAND FORKS,-118.46566666666666,49.02616666666667,532,pr,1158,1910-01-01,2008-03-01
5062922,THOMPSON ,-97.8625,55.803333333333335,222,pr,569,1967-01-01,2014-11-01
8502591,MARY'S HARBOUR ,-55.83361111111111,52.30361111111111,12,pr,1026,1881-01-01,1998-01-01
1013754,JORDAN RIVER DIVERSION,-124.0,48.5,393,idf,444,1964-01-01,2003-12-31
1013755,JORDAN RIVER GENERATING,-124.05,48.42,4,idf,348,1973-01-01,2002-12-31
1015628,NORTH COWICHAN,-123.72,48.82,45,idf,360,1982-01-01,2017-12-31
1017099,SATURNA CAPMON CS,-123.13,48.78,178,idf,360,1989-01-01,2021-12-31
1018598,VICTORIA UNIVERSITY CS,-123.3,48.46,60,idf,336,1965-01-01,2021-12-31
1018611,VICTORIA GONZALES CS,-123.32,48.41,61,idf,828,1925-01-01,2021-12-31
1018621,VICTORIA INTL A,-123.43,48.65,19,idf,600,1965-01-01,2017-12-31
1018642,VICTORIA MARINE,-123.75,48.37,31,idf,300,1967-01-01,1991-12-31
1021261,CAMPBELL RIVER A,-125.27,49.95,108,idf,252,1970-01-01,2002-12-31
1021830,COMOX A,-124.9,49.72,25,idf,480,1963-01-01,2006-12-31
1021990,COURTENAY PUNTLEDGE BCHP,-125.03,49.68,24,idf,384,1964-01-01,1995-12-31
1025369,NANAIMO A,-123.87,49.05,28,idf,384,1985-01-01,2017-12-31
10253G0,NANAIMO CITY YARD,-123.99,49.2,114,idf,300,1980-01-01,2007-12-31
1025C70,NANAIMO DEPARTURE BAY,-123.95,49.22,7,idf,240,1971-01-01,1991-12-31
1026270,PORT HARDY A,-127.37,50.68,21,idf,348,1973-01-01,2002-12-31
1030426,AMPHITRITE POINT,-125.54,48.92,26,idf,240,1980-01-01,1999-12-31
1032731,ESTEVAN POINT CS,-126.54,49.38,5,idf,312,1969-01-01,2021-12-31
1036B06,PORT ALBERNI (AUT),-124.93,49.32,76,idf,384,1969-01-01,2021-12-31
1038205,TOFINO A,-125.77,49.08,24,idf,540,1970-01-01,2017-12-31
1041710,CLOWHOM FALLS,-123.53,49.72,22,idf,252,1969-01-01,1990-12-31
1046332,PORT MELLON,-123.5,49.53,125,idf,240,1964-01-01,2021-12-31
1046392,POWELL RIVER,-124.5,49.83,125,idf,456,1982-01-01,2021-12-31
1047172,SECHELT AUT,-123.72,49.46,86,idf,348,1983-01-01,2021-12-31
1054503,LANGARA ISLAND RCS,-133.06,54.26,46,idf,456,1982-01-01,2020-12-31
1057050,SANDSPIT A,-131.81,53.25,6,idf,396,1972-01-01,2004-12-31
1060841,BELLA COOLA A,-126.6,52.39,35,idf,360,1983-01-01,2015-12-31
1066481,PRINCE RUPERT A,-130.44,54.29,35,idf,420,1970-01-01,2004-12-31
1067742,STEWART A,-129.99,55.94,7,idf,384,1978-01-01,2015-12-31
1068130,TERRACE A,-128.58,54.47,217,idf,336,1969-01-01,2002-12-31
1068131,TERRACE PCC,-128.62,54.5,67,idf,564,1968-01-01,2017-12-31
1077500,SMITHERS A,-127.18,54.82,521,idf,372,1971-01-01,2002-12-31
1091169,BURNS LAKE,-125.77,54.23,704,idf,252,1969-01-01,1990-12-31
1092970,FORT ST JAMES,-124.29,54.46,691,idf,360,1976-01-01,2010-12-31
1096453,PRINCE GEORGE AIRPORT AUTO,-122.67,53.89,680,idf,636,1960-01-01,2021-12-31
1100030,ABBOTSFORD A,-122.36,49.03,59,idf,288,1977-01-01,2001-12-31
1100119,AGASSIZ RCS,-121.76,49.24,19,idf,408,1955-01-01,2021-12-31
1100875,WHISTLER - NESTERS,-122.95,50.13,659,idf,384,1969-01-01,2021-12-31
1102415,DELTA BURNS BOG,-123.0,49.13,3,idf,252,1963-01-01,2021-12-31
1103328,HANEY MICROWAVE,-122.52,49.2,320,idf,252,1964-01-01,1984-12-31
1103332,HANEY UBC RF ADMIN,-122.57,49.26,147,idf,624,1963-01-01,2016-12-31
1105192,MISSION WEST ABBEY,-122.27,49.15,197,idf,648,1963-01-01,2017-12-31
1106178,PITT MEADOWS CS,-122.69,49.21,5,idf,252,1974-01-01,2021-12-31
1106180,PITT POLDER,-122.63,49.27,5,idf,480,1965-01-01,2007-12-31
1106CL2,PORT MOODY GLENAYRE,-122.88,49.28,129,idf,348,1971-01-01,2001-12-31
1107873,SURREY KWANTLEN PARK,-122.86,49.19,78,idf,444,1962-01-01,1999-12-31
1108380,VANCOUVER SEA ISLAND CCG,-123.19,49.18,2,idf,804,1953-01-01,2021-12-31
1108446,VANCOUVER HARBOUR CS,-123.12,49.3,2,idf,300,1970-01-01,2021-12-31
1108453,VANCOUVER KITSILANO,-123.17,49.27,12,idf,360,1915-01-01,1944-12-31
1108487,VANCOUVER UBC,-123.25,49.25,76,idf,396,1958-01-01,1990-12-31
1108910,WHITE ROCK CAMPBELL SCIENTIFIC,-122.78,49.02,13,idf,408,1964-01-01,2021-12-31
1113543,HOPE AIRPORT,-121.49,49.37,39,idf,504,1964-01-01,2021-12-31
1114619,LILLOOET,-121.93,50.68,239,idf,396,1973-01-01,2021-12-31
1114741,LYTTON,-121.58,50.23,229,idf,252,1970-01-01,1990-12-31
1123970,KELOWNA A,-119.38,49.96,429,idf,408,1969-01-01,2004-12-31
1125766,OLIVER STP,-119.54,49.18,297,idf,384,1973-01-01,2007-12-31
1126150,PENTICTON A,-119.6,49.46,344,idf,540,1953-01-01,2002-12-31
1126510,PRINCETON A,-120.51,49.47,701,idf,396,1979-01-01,2017-12-31
1128551,VERNON,-119.28,50.23,556,idf,264,1972-01-01,1993-12-31
112G8L1,SUMMERLAND CS,-119.65,49.56,454,idf,432,1955-01-01,1994-12-31
1141455,CASTLEGAR A,-117.63,49.3,495,idf,252,1973-01-01,1995-12-31
1141457,CASTLEGAR BCHPA DAM,-117.77,49.34,435,idf,336,1969-01-01,1998-12-31
1142574,DUNCAN LAKE DAM,-116.97,50.24,548,idf,456,1969-01-01,2013-12-31
1142820,FAUQUIER,-118.07,49.87,490,idf,348,1974-01-01,2005-12-31
1148211,TRAIL BIRCHBANK,-117.73,49.2,594,idf,384,1965-01-01,1997-12-31
114B1F0,CRESTON CAMPBELL SCIENTIFIC,-116.5,49.08,640,idf,384,1980-01-01,2021-12-31
1152102,CRANBROOK A,-115.78,49.61,940,idf,384,1969-01-01,2002-12-31
1154203,KIMBERLEY PCC,-115.96,49.63,889,idf,408,1976-01-01,2010-12-31
1157631,SPARWOOD CS,-114.88,49.74,1136,idf,456,1980-01-01,2021-12-31
1160H99,BLUE RIVER CS,-119.29,52.13,682,idf,600,1970-01-01,2021-12-31
